effect,effect_label,flip_label,K,model,n_records,n_models,n_prompts,n_contexts,n_proposals,mean_score_delta,median_score_delta,mean_rank_delta,median_rank_delta,mean_rank_delta_if_harmed,p_any_rank_loss,p_any_rank_gain,p_exit_unconditional,p_exit_given_funded_base
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,4,deepseek,480.0,,3.0,4.0,40.0,-0.1608333333333333,-0.19999999999999973,6.145833333333333,5.0,11.161993769470405,0.66875,0.16041666666666668,0.08125,0.8125
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,4,gemma,480.0,,3.0,4.0,40.0,-0.14166666666666666,0.0,5.2125,0.0,16.68,0.3125,0.0,0.03958333333333333,0.3958333333333333
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,4,glm,480.0,,3.0,4.0,40.0,-0.315625,-0.2999999999999998,14.6375,14.0,17.291666666666668,0.85,0.008333333333333333,0.1,1.0
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,4,gpt,480.0,,3.0,4.0,40.0,-0.12875,0.0,6.977083333333334,0.0,16.09259259259259,0.45,0.027083333333333334,0.06458333333333334,0.6458333333333334
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,4,kimi,480.0,,3.0,4.0,40.0,-0.21020833333333336,-0.20000000000000018,12.21875,11.0,16.21195652173913,0.7666666666666667,0.027083333333333334,0.09583333333333334,0.9583333333333334
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,4,ministral,480.0,,3.0,4.0,40.0,-0.10520833333333333,0.0,3.8666666666666667,0.0,18.376237623762375,0.21041666666666667,0.0,0.08541666666666667,0.8541666666666666
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,4,mistral,480.0,,3.0,4.0,40.0,-0.13062499999999996,-0.10000000000000009,8.089583333333334,5.0,13.726666666666667,0.625,0.04791666666666667,0.058333333333333334,0.5833333333333334
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,4,phi,480.0,,3.0,4.0,40.0,-0.15895833333333328,0.0,6.066666666666666,0.0,16.99441340782123,0.3729166666666667,0.016666666666666666,0.05416666666666667,0.5416666666666666
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,5,deepseek,480.0,,3.0,4.0,40.0,-0.1608333333333333,-0.19999999999999973,6.145833333333333,5.0,11.161993769470405,0.66875,0.16041666666666668,0.0875,0.7
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,5,gemma,480.0,,3.0,4.0,40.0,-0.14166666666666666,0.0,5.2125,0.0,16.68,0.3125,0.0,0.04583333333333333,0.36666666666666664
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,5,glm,480.0,,3.0,4.0,40.0,-0.315625,-0.2999999999999998,14.6375,14.0,17.291666666666668,0.85,0.008333333333333333,0.125,1.0
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,5,gpt,480.0,,3.0,4.0,40.0,-0.12875,0.0,6.977083333333334,0.0,16.09259259259259,0.45,0.027083333333333334,0.07916666666666666,0.6333333333333333
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,5,kimi,480.0,,3.0,4.0,40.0,-0.21020833333333336,-0.20000000000000018,12.21875,11.0,16.21195652173913,0.7666666666666667,0.027083333333333334,0.11666666666666667,0.9333333333333333
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,5,ministral,480.0,,3.0,4.0,40.0,-0.10520833333333333,0.0,3.8666666666666667,0.0,18.376237623762375,0.21041666666666667,0.0,0.10416666666666667,0.8333333333333334
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,5,mistral,480.0,,3.0,4.0,40.0,-0.13062499999999996,-0.10000000000000009,8.089583333333334,5.0,13.726666666666667,0.625,0.04791666666666667,0.06875,0.55
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,5,phi,480.0,,3.0,4.0,40.0,-0.15895833333333328,0.0,6.066666666666666,0.0,16.99441340782123,0.3729166666666667,0.016666666666666666,0.06041666666666667,0.48333333333333334
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,6,deepseek,480.0,,3.0,4.0,40.0,-0.1608333333333333,-0.19999999999999973,6.145833333333333,5.0,11.161993769470405,0.66875,0.16041666666666668,0.10416666666666667,0.6944444444444444
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,6,gemma,480.0,,3.0,4.0,40.0,-0.14166666666666666,0.0,5.2125,0.0,16.68,0.3125,0.0,0.05625,0.375
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,6,glm,480.0,,3.0,4.0,40.0,-0.315625,-0.2999999999999998,14.6375,14.0,17.291666666666668,0.85,0.008333333333333333,0.15,1.0
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,6,gpt,480.0,,3.0,4.0,40.0,-0.12875,0.0,6.977083333333334,0.0,16.09259259259259,0.45,0.027083333333333334,0.09375,0.625
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,6,kimi,480.0,,3.0,4.0,40.0,-0.21020833333333336,-0.20000000000000018,12.21875,11.0,16.21195652173913,0.7666666666666667,0.027083333333333334,0.13958333333333334,0.9305555555555556
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,6,ministral,480.0,,3.0,4.0,40.0,-0.10520833333333333,0.0,3.8666666666666667,0.0,18.376237623762375,0.21041666666666667,0.0,0.12083333333333333,0.8055555555555556
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,6,mistral,480.0,,3.0,4.0,40.0,-0.13062499999999996,-0.10000000000000009,8.089583333333334,5.0,13.726666666666667,0.625,0.04791666666666667,0.08333333333333333,0.5555555555555556
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,6,phi,480.0,,3.0,4.0,40.0,-0.15895833333333328,0.0,6.066666666666666,0.0,16.99441340782123,0.3729166666666667,0.016666666666666666,0.0625,0.4166666666666667
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,7,deepseek,480.0,,3.0,4.0,40.0,-0.1608333333333333,-0.19999999999999973,6.145833333333333,5.0,11.161993769470405,0.66875,0.16041666666666668,0.11875,0.6785714285714286
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,7,gemma,480.0,,3.0,4.0,40.0,-0.14166666666666666,0.0,5.2125,0.0,16.68,0.3125,0.0,0.06041666666666667,0.34523809523809523
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,7,glm,480.0,,3.0,4.0,40.0,-0.315625,-0.2999999999999998,14.6375,14.0,17.291666666666668,0.85,0.008333333333333333,0.175,1.0
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,7,gpt,480.0,,3.0,4.0,40.0,-0.12875,0.0,6.977083333333334,0.0,16.09259259259259,0.45,0.027083333333333334,0.11041666666666666,0.6309523809523809
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,7,kimi,480.0,,3.0,4.0,40.0,-0.21020833333333336,-0.20000000000000018,12.21875,11.0,16.21195652173913,0.7666666666666667,0.027083333333333334,0.1625,0.9285714285714286
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,7,ministral,480.0,,3.0,4.0,40.0,-0.10520833333333333,0.0,3.8666666666666667,0.0,18.376237623762375,0.21041666666666667,0.0,0.1375,0.7857142857142857
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,7,mistral,480.0,,3.0,4.0,40.0,-0.13062499999999996,-0.10000000000000009,8.089583333333334,5.0,13.726666666666667,0.625,0.04791666666666667,0.09583333333333334,0.5476190476190477
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,7,phi,480.0,,3.0,4.0,40.0,-0.15895833333333328,0.0,6.066666666666666,0.0,16.99441340782123,0.3729166666666667,0.016666666666666666,0.075,0.42857142857142855
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,8,deepseek,480.0,,3.0,4.0,40.0,-0.1608333333333333,-0.19999999999999973,6.145833333333333,5.0,11.161993769470405,0.66875,0.16041666666666668,0.12708333333333333,0.6354166666666666
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,8,gemma,480.0,,3.0,4.0,40.0,-0.14166666666666666,0.0,5.2125,0.0,16.68,0.3125,0.0,0.0625,0.3125
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,8,glm,480.0,,3.0,4.0,40.0,-0.315625,-0.2999999999999998,14.6375,14.0,17.291666666666668,0.85,0.008333333333333333,0.2,1.0
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,8,gpt,480.0,,3.0,4.0,40.0,-0.12875,0.0,6.977083333333334,0.0,16.09259259259259,0.45,0.027083333333333334,0.125,0.625
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,8,kimi,480.0,,3.0,4.0,40.0,-0.21020833333333336,-0.20000000000000018,12.21875,11.0,16.21195652173913,0.7666666666666667,0.027083333333333334,0.18541666666666667,0.9270833333333334
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,8,ministral,480.0,,3.0,4.0,40.0,-0.10520833333333333,0.0,3.8666666666666667,0.0,18.376237623762375,0.21041666666666667,0.0,0.15,0.75
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,8,mistral,480.0,,3.0,4.0,40.0,-0.13062499999999996,-0.10000000000000009,8.089583333333334,5.0,13.726666666666667,0.625,0.04791666666666667,0.10833333333333334,0.5416666666666666
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,8,phi,480.0,,3.0,4.0,40.0,-0.15895833333333328,0.0,6.066666666666666,0.0,16.99441340782123,0.3729166666666667,0.016666666666666666,0.08958333333333333,0.4479166666666667
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,9,deepseek,480.0,,3.0,4.0,40.0,-0.1608333333333333,-0.19999999999999973,6.145833333333333,5.0,11.161993769470405,0.66875,0.16041666666666668,0.14791666666666667,0.6574074074074074
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,9,gemma,480.0,,3.0,4.0,40.0,-0.14166666666666666,0.0,5.2125,0.0,16.68,0.3125,0.0,0.0625,0.2777777777777778
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,9,glm,480.0,,3.0,4.0,40.0,-0.315625,-0.2999999999999998,14.6375,14.0,17.291666666666668,0.85,0.008333333333333333,0.22291666666666668,0.9907407407407407
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,9,gpt,480.0,,3.0,4.0,40.0,-0.12875,0.0,6.977083333333334,0.0,16.09259259259259,0.45,0.027083333333333334,0.14583333333333334,0.6481481481481481
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,9,kimi,480.0,,3.0,4.0,40.0,-0.21020833333333336,-0.20000000000000018,12.21875,11.0,16.21195652173913,0.7666666666666667,0.027083333333333334,0.20833333333333334,0.9259259259259259
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,9,ministral,480.0,,3.0,4.0,40.0,-0.10520833333333333,0.0,3.8666666666666667,0.0,18.376237623762375,0.21041666666666667,0.0,0.16041666666666668,0.7129629629629629
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,9,mistral,480.0,,3.0,4.0,40.0,-0.13062499999999996,-0.10000000000000009,8.089583333333334,5.0,13.726666666666667,0.625,0.04791666666666667,0.12708333333333333,0.5648148148148148
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,9,phi,480.0,,3.0,4.0,40.0,-0.15895833333333328,0.0,6.066666666666666,0.0,16.99441340782123,0.3729166666666667,0.016666666666666666,0.09375,0.4166666666666667
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,10,deepseek,480.0,,3.0,4.0,40.0,-0.1608333333333333,-0.19999999999999973,6.145833333333333,5.0,11.161993769470405,0.66875,0.16041666666666668,0.15208333333333332,0.6083333333333333
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,10,gemma,480.0,,3.0,4.0,40.0,-0.14166666666666666,0.0,5.2125,0.0,16.68,0.3125,0.0,0.06666666666666667,0.26666666666666666
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,10,glm,480.0,,3.0,4.0,40.0,-0.315625,-0.2999999999999998,14.6375,14.0,17.291666666666668,0.85,0.008333333333333333,0.24583333333333332,0.9833333333333333
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,10,gpt,480.0,,3.0,4.0,40.0,-0.12875,0.0,6.977083333333334,0.0,16.09259259259259,0.45,0.027083333333333334,0.1625,0.65
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,10,kimi,480.0,,3.0,4.0,40.0,-0.21020833333333336,-0.20000000000000018,12.21875,11.0,16.21195652173913,0.7666666666666667,0.027083333333333334,0.23333333333333334,0.9333333333333333
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,10,ministral,480.0,,3.0,4.0,40.0,-0.10520833333333333,0.0,3.8666666666666667,0.0,18.376237623762375,0.21041666666666667,0.0,0.16875,0.675
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,10,mistral,480.0,,3.0,4.0,40.0,-0.13062499999999996,-0.10000000000000009,8.089583333333334,5.0,13.726666666666667,0.625,0.04791666666666667,0.14375,0.575
pi_metric_level,Profile: Higher → Lower,HIGH_B -> LOW_B,10,phi,480.0,,3.0,4.0,40.0,-0.15895833333333328,0.0,6.066666666666666,0.0,16.99441340782123,0.3729166666666667,0.016666666666666666,0.10416666666666667,0.4166666666666667
pi_name_group,Name: Female → Male,F_N -> M_N,4,deepseek,480.0,,3.0,4.0,40.0,-0.0012499999999999983,0.0,0.025,0.0,9.737142857142857,0.3645833333333333,0.37916666666666665,0.035416666666666666,0.3541666666666667
pi_name_group,Name: Female → Male,F_N -> M_N,4,gemma,480.0,,3.0,4.0,40.0,-0.02375,0.0,0.9791666666666666,0.0,14.027777777777779,0.075,0.004166666666666667,0.0125,0.125
pi_name_group,Name: Female → Male,F_N -> M_N,4,glm,480.0,,3.0,4.0,40.0,-0.03604166666666667,0.0,1.8770833333333334,0.0,9.816216216216215,0.3854166666666667,0.20208333333333334,0.0625,0.625
pi_name_group,Name: Female → Male,F_N -> M_N,4,gpt,480.0,,3.0,4.0,40.0,-0.025833333333333323,0.0,0.8520833333333333,0.0,10.407407407407407,0.225,0.11458333333333333,0.03333333333333333,0.3333333333333333
pi_name_group,Name: Female → Male,F_N -> M_N,4,kimi,480.0,,3.0,4.0,40.0,-0.008124999999999992,0.0,0.5604166666666667,0.0,10.416666666666666,0.3,0.26666666666666666,0.05625,0.5625
pi_name_group,Name: Female → Male,F_N -> M_N,4,ministral,480.0,,3.0,4.0,40.0,-0.017708333333333333,0.0,0.7854166666666667,0.0,19.434782608695652,0.04791666666666667,0.0125,0.0125,0.125
pi_name_group,Name: Female → Male,F_N -> M_N,4,mistral,480.0,,3.0,4.0,40.0,-0.014374999999999997,0.0,0.9875,0.0,10.543624161073826,0.3104166666666667,0.22708333333333333,0.035416666666666666,0.3541666666666667
pi_name_group,Name: Female → Male,F_N -> M_N,4,phi,480.0,,3.0,4.0,40.0,-0.014791666666666672,0.0,0.8020833333333334,0.0,15.202898550724637,0.14375,0.09375,0.027083333333333334,0.2708333333333333
pi_name_group,Name: Female → Male,F_N -> M_N,5,deepseek,480.0,,3.0,4.0,40.0,-0.0012499999999999983,0.0,0.025,0.0,9.737142857142857,0.3645833333333333,0.37916666666666665,0.04791666666666667,0.38333333333333336
pi_name_group,Name: Female → Male,F_N -> M_N,5,gemma,480.0,,3.0,4.0,40.0,-0.02375,0.0,0.9791666666666666,0.0,14.027777777777779,0.075,0.004166666666666667,0.014583333333333334,0.11666666666666667
pi_name_group,Name: Female → Male,F_N -> M_N,5,glm,480.0,,3.0,4.0,40.0,-0.03604166666666667,0.0,1.8770833333333334,0.0,9.816216216216215,0.3854166666666667,0.20208333333333334,0.06666666666666667,0.5333333333333333
pi_name_group,Name: Female → Male,F_N -> M_N,5,gpt,480.0,,3.0,4.0,40.0,-0.025833333333333323,0.0,0.8520833333333333,0.0,10.407407407407407,0.225,0.11458333333333333,0.03958333333333333,0.31666666666666665
pi_name_group,Name: Female → Male,F_N -> M_N,5,kimi,480.0,,3.0,4.0,40.0,-0.008124999999999992,0.0,0.5604166666666667,0.0,10.416666666666666,0.3,0.26666666666666666,0.0625,0.5
pi_name_group,Name: Female → Male,F_N -> M_N,5,ministral,480.0,,3.0,4.0,40.0,-0.017708333333333333,0.0,0.7854166666666667,0.0,19.434782608695652,0.04791666666666667,0.0125,0.014583333333333334,0.11666666666666667
pi_name_group,Name: Female → Male,F_N -> M_N,5,mistral,480.0,,3.0,4.0,40.0,-0.014374999999999997,0.0,0.9875,0.0,10.543624161073826,0.3104166666666667,0.22708333333333333,0.04583333333333333,0.36666666666666664
pi_name_group,Name: Female → Male,F_N -> M_N,5,phi,480.0,,3.0,4.0,40.0,-0.014791666666666672,0.0,0.8020833333333334,0.0,15.202898550724637,0.14375,0.09375,0.029166666666666667,0.23333333333333334
pi_name_group,Name: Female → Male,F_N -> M_N,6,deepseek,480.0,,3.0,4.0,40.0,-0.0012499999999999983,0.0,0.025,0.0,9.737142857142857,0.3645833333333333,0.37916666666666665,0.05416666666666667,0.3611111111111111
pi_name_group,Name: Female → Male,F_N -> M_N,6,gemma,480.0,,3.0,4.0,40.0,-0.02375,0.0,0.9791666666666666,0.0,14.027777777777779,0.075,0.004166666666666667,0.014583333333333334,0.09722222222222222
pi_name_group,Name: Female → Male,F_N -> M_N,6,glm,480.0,,3.0,4.0,40.0,-0.03604166666666667,0.0,1.8770833333333334,0.0,9.816216216216215,0.3854166666666667,0.20208333333333334,0.08125,0.5416666666666666
pi_name_group,Name: Female → Male,F_N -> M_N,6,gpt,480.0,,3.0,4.0,40.0,-0.025833333333333323,0.0,0.8520833333333333,0.0,10.407407407407407,0.225,0.11458333333333333,0.041666666666666664,0.2777777777777778
pi_name_group,Name: Female → Male,F_N -> M_N,6,kimi,480.0,,3.0,4.0,40.0,-0.008124999999999992,0.0,0.5604166666666667,0.0,10.416666666666666,0.3,0.26666666666666666,0.07291666666666667,0.4861111111111111
pi_name_group,Name: Female → Male,F_N -> M_N,6,ministral,480.0,,3.0,4.0,40.0,-0.017708333333333333,0.0,0.7854166666666667,0.0,19.434782608695652,0.04791666666666667,0.0125,0.01875,0.125
pi_name_group,Name: Female → Male,F_N -> M_N,6,mistral,480.0,,3.0,4.0,40.0,-0.014374999999999997,0.0,0.9875,0.0,10.543624161073826,0.3104166666666667,0.22708333333333333,0.05416666666666667,0.3611111111111111
pi_name_group,Name: Female → Male,F_N -> M_N,6,phi,480.0,,3.0,4.0,40.0,-0.014791666666666672,0.0,0.8020833333333334,0.0,15.202898550724637,0.14375,0.09375,0.029166666666666667,0.19444444444444445
pi_name_group,Name: Female → Male,F_N -> M_N,7,deepseek,480.0,,3.0,4.0,40.0,-0.0012499999999999983,0.0,0.025,0.0,9.737142857142857,0.3645833333333333,0.37916666666666665,0.06041666666666667,0.34523809523809523
pi_name_group,Name: Female → Male,F_N -> M_N,7,gemma,480.0,,3.0,4.0,40.0,-0.02375,0.0,0.9791666666666666,0.0,14.027777777777779,0.075,0.004166666666666667,0.01875,0.10714285714285714
pi_name_group,Name: Female → Male,F_N -> M_N,7,glm,480.0,,3.0,4.0,40.0,-0.03604166666666667,0.0,1.8770833333333334,0.0,9.816216216216215,0.3854166666666667,0.20208333333333334,0.0875,0.5
pi_name_group,Name: Female → Male,F_N -> M_N,7,gpt,480.0,,3.0,4.0,40.0,-0.025833333333333323,0.0,0.8520833333333333,0.0,10.407407407407407,0.225,0.11458333333333333,0.052083333333333336,0.2976190476190476
pi_name_group,Name: Female → Male,F_N -> M_N,7,kimi,480.0,,3.0,4.0,40.0,-0.008124999999999992,0.0,0.5604166666666667,0.0,10.416666666666666,0.3,0.26666666666666666,0.08333333333333333,0.47619047619047616
pi_name_group,Name: Female → Male,F_N -> M_N,7,ministral,480.0,,3.0,4.0,40.0,-0.017708333333333333,0.0,0.7854166666666667,0.0,19.434782608695652,0.04791666666666667,0.0125,0.025,0.14285714285714285
pi_name_group,Name: Female → Male,F_N -> M_N,7,mistral,480.0,,3.0,4.0,40.0,-0.014374999999999997,0.0,0.9875,0.0,10.543624161073826,0.3104166666666667,0.22708333333333333,0.06458333333333334,0.36904761904761907
pi_name_group,Name: Female → Male,F_N -> M_N,7,phi,480.0,,3.0,4.0,40.0,-0.014791666666666672,0.0,0.8020833333333334,0.0,15.202898550724637,0.14375,0.09375,0.027083333333333334,0.15476190476190477
pi_name_group,Name: Female → Male,F_N -> M_N,8,deepseek,480.0,,3.0,4.0,40.0,-0.0012499999999999983,0.0,0.025,0.0,9.737142857142857,0.3645833333333333,0.37916666666666665,0.06458333333333334,0.3229166666666667
pi_name_group,Name: Female → Male,F_N -> M_N,8,gemma,480.0,,3.0,4.0,40.0,-0.02375,0.0,0.9791666666666666,0.0,14.027777777777779,0.075,0.004166666666666667,0.01875,0.09375
pi_name_group,Name: Female → Male,F_N -> M_N,8,glm,480.0,,3.0,4.0,40.0,-0.03604166666666667,0.0,1.8770833333333334,0.0,9.816216216216215,0.3854166666666667,0.20208333333333334,0.08541666666666667,0.4270833333333333
pi_name_group,Name: Female → Male,F_N -> M_N,8,gpt,480.0,,3.0,4.0,40.0,-0.025833333333333323,0.0,0.8520833333333333,0.0,10.407407407407407,0.225,0.11458333333333333,0.06458333333333334,0.3229166666666667
pi_name_group,Name: Female → Male,F_N -> M_N,8,kimi,480.0,,3.0,4.0,40.0,-0.008124999999999992,0.0,0.5604166666666667,0.0,10.416666666666666,0.3,0.26666666666666666,0.08541666666666667,0.4270833333333333
pi_name_group,Name: Female → Male,F_N -> M_N,8,ministral,480.0,,3.0,4.0,40.0,-0.017708333333333333,0.0,0.7854166666666667,0.0,19.434782608695652,0.04791666666666667,0.0125,0.027083333333333334,0.13541666666666666
pi_name_group,Name: Female → Male,F_N -> M_N,8,mistral,480.0,,3.0,4.0,40.0,-0.014374999999999997,0.0,0.9875,0.0,10.543624161073826,0.3104166666666667,0.22708333333333333,0.07291666666666667,0.3645833333333333
pi_name_group,Name: Female → Male,F_N -> M_N,8,phi,480.0,,3.0,4.0,40.0,-0.014791666666666672,0.0,0.8020833333333334,0.0,15.202898550724637,0.14375,0.09375,0.03125,0.15625
pi_name_group,Name: Female → Male,F_N -> M_N,9,deepseek,480.0,,3.0,4.0,40.0,-0.0012499999999999983,0.0,0.025,0.0,9.737142857142857,0.3645833333333333,0.37916666666666665,0.07708333333333334,0.3425925925925926
pi_name_group,Name: Female → Male,F_N -> M_N,9,gemma,480.0,,3.0,4.0,40.0,-0.02375,0.0,0.9791666666666666,0.0,14.027777777777779,0.075,0.004166666666666667,0.01875,0.08333333333333333
pi_name_group,Name: Female → Male,F_N -> M_N,9,glm,480.0,,3.0,4.0,40.0,-0.03604166666666667,0.0,1.8770833333333334,0.0,9.816216216216215,0.3854166666666667,0.20208333333333334,0.0875,0.3888888888888889
pi_name_group,Name: Female → Male,F_N -> M_N,9,gpt,480.0,,3.0,4.0,40.0,-0.025833333333333323,0.0,0.8520833333333333,0.0,10.407407407407407,0.225,0.11458333333333333,0.07083333333333333,0.3148148148148148
pi_name_group,Name: Female → Male,F_N -> M_N,9,kimi,480.0,,3.0,4.0,40.0,-0.008124999999999992,0.0,0.5604166666666667,0.0,10.416666666666666,0.3,0.26666666666666666,0.09583333333333334,0.42592592592592593
pi_name_group,Name: Female → Male,F_N -> M_N,9,ministral,480.0,,3.0,4.0,40.0,-0.017708333333333333,0.0,0.7854166666666667,0.0,19.434782608695652,0.04791666666666667,0.0125,0.03125,0.1388888888888889
pi_name_group,Name: Female → Male,F_N -> M_N,9,mistral,480.0,,3.0,4.0,40.0,-0.014374999999999997,0.0,0.9875,0.0,10.543624161073826,0.3104166666666667,0.22708333333333333,0.08333333333333333,0.37037037037037035
pi_name_group,Name: Female → Male,F_N -> M_N,9,phi,480.0,,3.0,4.0,40.0,-0.014791666666666672,0.0,0.8020833333333334,0.0,15.202898550724637,0.14375,0.09375,0.035416666666666666,0.1574074074074074
pi_name_group,Name: Female → Male,F_N -> M_N,10,deepseek,480.0,,3.0,4.0,40.0,-0.0012499999999999983,0.0,0.025,0.0,9.737142857142857,0.3645833333333333,0.37916666666666665,0.08333333333333333,0.3333333333333333
pi_name_group,Name: Female → Male,F_N -> M_N,10,gemma,480.0,,3.0,4.0,40.0,-0.02375,0.0,0.9791666666666666,0.0,14.027777777777779,0.075,0.004166666666666667,0.01875,0.075
pi_name_group,Name: Female → Male,F_N -> M_N,10,glm,480.0,,3.0,4.0,40.0,-0.03604166666666667,0.0,1.8770833333333334,0.0,9.816216216216215,0.3854166666666667,0.20208333333333334,0.09791666666666667,0.39166666666666666
pi_name_group,Name: Female → Male,F_N -> M_N,10,gpt,480.0,,3.0,4.0,40.0,-0.025833333333333323,0.0,0.8520833333333333,0.0,10.407407407407407,0.225,0.11458333333333333,0.07708333333333334,0.30833333333333335
pi_name_group,Name: Female → Male,F_N -> M_N,10,kimi,480.0,,3.0,4.0,40.0,-0.008124999999999992,0.0,0.5604166666666667,0.0,10.416666666666666,0.3,0.26666666666666666,0.1,0.4
pi_name_group,Name: Female → Male,F_N -> M_N,10,ministral,480.0,,3.0,4.0,40.0,-0.017708333333333333,0.0,0.7854166666666667,0.0,19.434782608695652,0.04791666666666667,0.0125,0.0375,0.15
pi_name_group,Name: Female → Male,F_N -> M_N,10,mistral,480.0,,3.0,4.0,40.0,-0.014374999999999997,0.0,0.9875,0.0,10.543624161073826,0.3104166666666667,0.22708333333333333,0.09791666666666667,0.39166666666666666
pi_name_group,Name: Female → Male,F_N -> M_N,10,phi,480.0,,3.0,4.0,40.0,-0.014791666666666672,0.0,0.8020833333333334,0.0,15.202898550724637,0.14375,0.09375,0.0375,0.15
